,player_name,TEAM,AFFILIATION,YEAR,ROUND,ROUND.1,OVERALL,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
113,Aaron Wiggins,Oklahoma City Thunder,Maryland,2021.0,2,25,55,Maryland,B10,30,83.3,103.8,24.9,51.7,54.23,4.5,15.9,17.2,14.5,56,73,0.767,106,206,0.515,53,153,0.34600000000000003,2.0,2.1,20.3,Jr,6-Jun,2,3.86769,118.694,2.5,2021,66483,all,91.8,1.29511608,64.0,99.0,42.0,107.0,0.6465,0.3925,15.0,17.0,0.8824,55.0,99.3101,93.2843,3.92936,192.50099999999998,6.24866,3.93345,2.31521,5.798769999999999,33.0968,4.166,1.63276,1.129,4.7097,5.8387,2.5484,1.129,0.5484,14.4516,Wing G,9.3733
114,Scottie Lewis,Charlotte Hornets,Florida,2021.0,2,26,56,Florida,SEC,30,69.7,109.7,15.4,50.0,55.95,4.3,10.6,4.9,15.4,67,84,0.7979999999999999,61,127,0.48,22,61,0.361,4.7,2.5,44.7,Fr,5-Jun,23.0,2.12964,106.656,3.1,2020,70994,all,98.8,0.67651996,40.0,69.0,21.0,58.0,0.5797,0.3621,9.0,9.0,1.0,56.0,97.4749,91.7781,3.5532,168.046,6.48154,2.195,4.28653,5.3976,29.0333,2.0347,3.3629,1.0,2.6,3.6,0.7667,1.2,1.2,8.5,Wing G,4.2381
115,Scottie Lewis,Charlotte Hornets,Florida,2021.0,2,26,56,Florida,SEC,21,53.5,97.9,18.0,50.0,53.53,4.0,9.8,10.4,23.0,37,55,0.6729999999999999,43,84,0.512,14,44,0.318,4.4,3.5,43.0,So,5-Jun,23,1.27804,99.7179,3.9,2021,70994,all,98.8,0.79489525,29.0,41.0,14.0,43.0,0.7073,0.3256,6.0,6.0,1.0,56.0,97.0411,91.2276,3.1838900000000003,113.20100000000001,5.5542,1.18321,4.37099,4.523540000000001,25.619,0.809042,3.7145,0.8095,2.2857,3.0952,1.4762,1.5714,1.0476,7.8571,Wing G,4.66897
116,Balsa Koprivica,Charlotte Hornets,Florida State,2021.0,2,27,57,Florida St.,ACC,27,22.2,125.0,19.7,69.9,69.74,13.3,14.2,5.9,17.9,25,38,0.6579999999999999,51,73,0.6990000000000001,0,0,0.0,3.1,1.9,52.1,Fr,1-Jul,5.0,1.55406,129.039,5.9,2020,72082,all,84.6,0.47061626,43.0,54.0,8.0,19.0,0.7963,0.4211,24.0,26.0,0.9231,,95.9318,91.7828,1.22797,48.9903,6.02169,4.51987,1.5018200000000002,4.42366,10.2963,2.3597099999999998,2.06394,1.1481,1.2593,2.4074,0.2963,0.3333,0.2593,4.7037,C,0.0
117,Balsa Koprivica,Charlotte Hornets,Florida State,2021.0,2,27,57,Florida St.,ACC,24,46.4,116.9,22.0,60.2,62.22,13.6,19.5,7.7,17.8,42,61,0.6890000000000001,87,146,0.596,1,1,1.0,8.0,0.9,41.5,So,1-Jul,5,2.7558700000000003,126.109,5.4,2021,72082,all,84.6,0.56251407,74.0,109.0,13.0,38.0,0.6789,0.3421,37.0,38.0,0.9737,,96.1373,90.5066,2.4790400000000004,99.20200000000001,7.53719,3.3239099999999997,4.21328,5.97998,19.5417,3.4722199999999996,2.5077700000000003,2.125,3.5417,5.6667,0.75,0.2917,1.375,9.125,PF/C,0.12219400000000001
118,Jericho Sims,New York Knicks,Texas,2021.0,2,28,58,Texas,B12,34,44.5,104.7,14.7,60.7,57.27,7.1,17.4,2.2,16.8,29,68,0.426,71,116,0.612,0,1,0.0,3.1,1.0,58.1,Fr,9-Jun,20,0.920701,102.34100000000001,3.8,2018,51301,all,89.6,0.26925592,54.0,74.0,17.0,41.0,0.7297,0.4146,33.0,38.0,0.8684,58.0,99.7318,93.4261,2.22687,113.175,1.45347,-1.06891,2.52238,1.7873400000000002,18.4706,-0.406513,2.19385,1.1471,2.7647,3.9118,0.2059,0.3235,0.5294,5.0294,C,0.0948138
119,Jericho Sims,New York Knicks,Texas,2021.0,2,28,58,Texas,B12,35,34.9,100.2,16.8,56.9,58.05,10.1,18.1,2.3,24.0,30,50,0.6,58,102,0.569,0,0,0.0,4.1,0.9,49.0,So,9-Jun,20,0.752866,102.162,4.8,2019,51301,all,89.6,0.1714,52.0,70.0,6.0,32.0,0.7429,0.1875,31.0,34.0,0.9118,58.0,98.912,92.5421,1.89025,96.8338,0.711194,-1.58707,2.29826,0.650536,14.9143,-1.46736,2.1179,1.2857,2.3143,3.6,0.1714,0.2286,0.5429,4.1714,C,0.0
120,Jericho Sims,New York Knicks,Texas,2021.0,2,28,58,Texas,B12,24,52.3,118.0,18.1,65.8,65.35,13.0,23.3,6.7,18.5,29,49,0.5920000000000001,102,155,0.6579999999999999,0,0,0.0,4.6,0.9,31.6,Jr,9-Jun,20.0,3.2785800000000003,120.281,4.1,2020,51301,all,89.6,0.5278,67.0,83.0,35.0,72.0,0.8072,0.4861,52.0,55.0,0.9455,58.0,92.1291,87.962,3.6951099999999997,136.144,6.3044400000000005,2.23292,4.07152,5.65741,27.0417,2.8576599999999996,2.79975,2.9583,5.2917,8.25,0.7917,0.4167,1.2083,9.7083,C,0.0
121,Jericho Sims,New York Knicks,Texas,2021.0,2,28,58,Texas,B12,26,58.3,112.1,18.3,68.6,65.04,10.3,22.0,5.4,20.7,52,100,0.52,94,136,0.691,0,1,0.0,4.6,1.7,73.0,Sr,10-Jun,20.0,2.60328,116.27,4.1,2021,51301,all,89.6,0.4047295,86.0,108.0,8.0,28.0,0.7963,0.2857,59.0,62.0,0.9516,58.0,92.7025,88.1333,3.28385,144.124,6.58968,2.3104299999999998,4.27925,5.86786,24.5385,3.03355,2.83431,2.1538,5.0769,7.2308,0.6538,0.7308,1.0769,9.2308,C,0.089908
122,Anthony Edwards,Minnesota Timberwolves,Georgia,2020.0,1,1,1,Georgia,SEC,31,81.3,103.0,28.8,47.0,51.73,2.4,14.5,17.9,15.4,127,165,0.77,126,251,0.502,69,237,0.29100000000000004,1.6,2.3,33.8,Fr,5-Jun,5.0,3.7533300000000005,118.58200000000001,2.7,2020,71877,all,99.8,1.04597616,89.0,129.0,37.0,122.0,0.6899,0.3033,27.0,27.0,1.0,1.0,102.774,98.2752,3.28191,198.31099999999998,3.96519,3.54189,0.423291,4.92848,33.0312,4.38554,0.5429430000000001,0.75,4.4688,5.2188,2.8438,1.3438,0.5625,19.0625,Wing G,12.7939
123,James Wiseman,Golden State Warriors,Memphis,2020.0,1,2,2,Memphis,Amer,3,5.5,140.6,26.8,76.9,75.98,21.8,26.5,4.4,8.8,19,27,0.7040000000000001,20,25,0.8,0,1,0.0,13.6,0.8,103.8,Fr,1-Jul,32.0,5.27184,151.39600000000002,2.9,2020,70562,all,100.0,0.33329999,17.0,19.0,3.0,6.0,0.8947,0.5,9.0,10.0,0.9,2.0,80.0012,79.1389,3.84701,19.713,13.8093,8.52557,5.28375,17.2429,23.0,11.9313,5.31168,4.3333,6.3333,10.6667,0.3333,0.3333,3.0,19.6667,C,0.793878
124,Patrick Williams,Chicago Bulls,Florida State,2020.0,1,4,4,Florida St.,ACC,29,52.1,104.2,21.9,49.5,55.11,6.8,13.9,8.4,20.2,62,74,0.838,79,158,0.5,16,50,0.32,5.6,2.6,35.6,Fr,8-Jun,4.0,1.94744,110.557,2.9,2020,72084,all,95.0,0.58001276,53.0,85.0,26.0,72.0,0.6235,0.3611,25.0,32.0,0.7813,4.0,93.4429,89.2156,2.95499,131.07,4.77677,0.777642,3.9991199999999996,4.46225,22.4483,1.7043,2.75795,1.2759,2.6897,3.9655,1.0,1.0,1.0345,9.2414,Wing F,4.50359
125,Isaac Okoro,Cleveland Cavaliers,Auburn,2020.0,1,5,5,Auburn,SEC,28,69.3,112.8,20.0,55.3,58.51,6.4,8.8,13.1,17.6,90,134,0.672,105,174,0.603,20,70,0.28600000000000003,3.1,1.7,54.9,Fr,6-Jun,23.0,3.22455,115.70100000000001,3.5,2020,70647,all,93.0,1.03634885,101.0,149.0,4.0,25.0,0.6779,0.16,19.0,23.0,0.8261,5.0,100.236,95.294,3.4037900000000003,154.441,5.747730000000001,3.48115,2.26658,5.293740000000001,31.4286,3.26188,2.03186,1.8929,2.5357,4.4286,2.0357,0.9286,0.8929,12.8571,Wing G,4.47823
126,Onyeka Okongwu,Atlanta Hawks,Southern California,2020.0,1,6,6,USC,P12,28,68.4,119.1,23.4,61.9,64.6,12.4,18.4,8.4,15.9,103,143,0.72,175,281,0.623,1,4,0.25,9.8,2.3,50.2,Fr,9-Jun,21.0,4.594469999999999,129.129,3.5,2020,71269,all,95.2,0.53570002,135.0,186.0,39.0,94.0,0.7258,0.4149,58.0,61.0,0.9508,6.0,87.5848,84.5605,4.48876,212.78099999999998,11.4266,4.119730000000001,7.306889999999999,10.8833,30.6429,6.17366,4.7096800000000005,3.2857,5.3571,8.6429,1.0714,1.2143,2.7143,16.2857,C,0.265806
127,Obi Toppin,New York Knicks,Dayton,2020.0,1,8,8,Dayton,A10,33,65.6,120.9,23.9,68.4,69.18,7.7,17.1,15.6,18.1,62,87,0.713,190,281,0.6759999999999999,11,21,0.524,3.7,1.5,28.8,Fr,9-Jun,1.0,3.8584099999999997,129.822,3.2,2019,65484,all,,0.96825727,148.0,185.0,42.0,96.0,0.8,0.4375,84.0,92.0,0.9129999999999999,8.0,97.0498,95.7812,3.06724,174.614,6.89535,4.12113,2.77422,8.22388,26.5455,5.78927,2.4346099999999997,1.5152,4.1212,5.6364,1.8485,0.6364,0.8485,14.3939,Wing F,1.44127
128,Obi Toppin,New York Knicks,Dayton,2020.0,1,8,8,Dayton,A10,31,78.2,122.5,26.2,67.4,68.4,5.2,22.0,14.5,15.4,99,141,0.7020000000000001,213,305,0.698,32,82,0.39,4.1,1.8,36.4,So,9-Jun,1.0,5.36843,134.821,2.1,2020,65484,all,,0.98532022,167.0,202.0,46.0,103.0,0.8267,0.4466,107.0,115.0,0.9304,8.0,89.5851,87.4529,4.327719999999999,221.628,10.1576,5.97507,4.18257,11.949000000000002,31.6452,8.606539999999999,3.34245,1.1935,6.3548,7.5484,2.1613,0.9677,1.2258,20.0323,Wing F,4.865130000000001
129,Jalen Smith,Phoenix Suns,Maryland,2020.0,1,10,10,Maryland,B10,33,64.8,113.6,22.5,52.4,55.05,12.5,16.4,7.1,12.4,77,117,0.6579999999999999,126,224,0.563,19,71,0.268,5.1,1.0,39.7,Fr,10-Jun,25.0,3.3909800000000003,124.06299999999999,3.0,2019,65495,all,97.0,0.70734058,99.0,148.0,27.0,76.0,0.6689,0.3553,39.0,42.0,0.9286,10.0,97.7873,92.2253,3.44921,169.033,6.02647,3.31563,2.71084,5.8227,26.697,3.9336599999999997,1.88904,2.7273,4.0909,6.8182,0.8788,0.4242,1.2121,11.697000000000001,PF/C,4.84552
130,Jalen Smith,Phoenix Suns,Maryland,2020.0,1,10,10,Maryland,B10,31,78.1,120.1,22.6,59.0,62.65,11.5,25.4,6.1,14.3,111,148,0.75,136,225,0.604,32,87,0.368,8.3,1.3,47.4,So,10-Jun,25.0,4.98297,131.329,3.0,2020,65495,all,97.0,0.47172020000000003,114.0,158.0,22.0,67.0,0.7215,0.3284,49.0,52.0,0.9423,10.0,87.8759,83.2995,4.77205,242.62099999999998,9.73506,4.4623800000000005,5.27268,10.7929,31.2258,7.0381800000000005,3.75472,3.1935,7.3226,10.5161,0.8065,0.7097,2.3548,15.4516,PF/C,5.3189400000000004
131,Devin Vassell,San Antonio Spurs,Florida State,2020.0,1,11,11,Florida St.,ACC,33,23.5,117.8,19.1,54.6,56.31,4.3,12.2,12.1,10.3,19,28,0.679,26,57,0.456,26,62,0.419,3.4,3.0,23.5,Fr,6-Jun,24.0,1.30087,123.00399999999999,3.4,2019,66203,all,60.2,1.75027505,24.0,38.0,2.0,19.0,0.6316,0.1053,6.0,6.0,1.0,11.0,94.6848,89.1536,1.47505,72.2723,8.13527,4.41064,3.72464,9.87843,10.6667,5.53536,4.34307,0.3939,1.1515,1.5455,0.6364,0.5455,0.303,4.5152,Wing G,10.1201
132,Devin Vassell,San Antonio Spurs,Florida State,2020.0,1,11,11,Florida St.,ACC,30,69.0,124.8,18.9,56.5,58.48,5.2,15.4,11.2,8.1,48,65,0.738,100,188,0.532,44,106,0.415,4.1,2.8,22.1,So,7-Jun,24.0,4.20737,127.891,2.7,2020,66203,all,60.2,2.13029853,51.0,73.0,49.0,115.0,0.6986,0.4261,26.0,28.0,0.9286,11.0,93.2895,89.3395,3.83198,177.57,8.980139999999999,5.3297099999999995,3.65044,9.73475,28.7333,6.15249,3.5822599999999998,1.2667,3.8,5.0667,1.6333,1.4,0.9667,12.6667,Wing G,7.09409
133,Tyrese Haliburton,Sacramento Kings,Iowa State,2020.0,1,12,12,Iowa St.,B12,35,83.0,136.8,10.1,66.2,66.63,2.7,8.8,17.3,13.9,18,26,0.6920000000000001,37,54,0.685,49,113,0.434,2.8,2.7,15.6,Fr,5-Jun,22.0,4.28763,124.676,1.6,2019,65663,all,65.6,4.46424984,33.0,38.0,4.0,16.0,0.8684,0.25,11.0,11.0,1.0,12.0,100.598,95.6735,3.89215,211.83599999999998,9.26473,5.77907,3.4856599999999998,7.733210000000001,33.2,3.9074199999999997,3.82579,0.7429,2.6857,3.4286,3.5714,1.5429,0.8571,6.8286,Combo G,5.66041
134,Tyrese Haliburton,Sacramento Kings,Iowa State,2020.0,1,12,12,Iowa St.,B12,22,62.8,120.1,21.5,61.1,63.12,4.6,13.7,35.3,20.1,37,45,0.8220000000000001,71,120,0.5920000000000001,52,124,0.419,2.0,3.8,18.4,So,5-Jun,22.0,5.61471,129.703,1.4,2020,65663,all,65.6,2.32787537,46.0,62.0,26.0,60.0,0.7419,0.4333,7.0,8.0,0.875,12.0,99.913,95.5011,4.02987,173.37099999999998,10.7958,8.192110000000001,2.6036799999999998,10.7384,36.6818,7.40487,3.3335,1.4545,4.4091,5.8636,6.4545,2.4545,0.6818,15.2273,Scoring PG,8.76642
135,Kira Lewis Jr.,New Orleans Pelicans,Alabama,2020.0,1,13,13,Alabama,SEC,34,78.8,106.2,22.0,50.7,54.83,1.4,7.5,19.0,17.9,90,115,0.7829999999999999,103,212,0.486,54,151,0.358,0.9,1.5,31.7,Fr,3-Jun,2.0,2.95058,114.45100000000001,2.3,2019,66608,all,92.4,1.32432802,73.0,128.0,30.0,84.0,0.5703,0.3571,2.0,2.0,1.0,13.0,105.521,99.7777,3.24443,171.27700000000002,3.0415799999999997,2.54333,0.49824700000000005,2.91161,31.6176,1.93323,0.9783870000000001,0.3824,2.1765,2.5588,2.8824,0.8235,0.2941,13.4706,Combo G,8.004480000000001
136,Kira Lewis Jr.,New Orleans Pelicans,Alabama,2020.0,1,13,13,Alabama,SEC,31,92.5,107.8,24.7,52.0,55.93,2.3,10.7,27.7,20.0,105,131,0.802,150,296,0.507,56,154,0.364,1.5,2.5,29.1,So,3-Jun,2.0,4.251180000000001,118.43799999999999,2.8,2020,66608,all,92.4,1.47272014,117.0,203.0,33.0,93.0,0.5764,0.3548,6.0,6.0,1.0,13.0,102.441,97.7758,3.79751,234.40900000000002,4.7899400000000005,3.6991099999999997,1.09083,4.8609,37.6129,3.49621,1.36469,0.8387,3.9355,4.7742,5.2258,1.8065,0.5806,18.4839,Scoring PG,6.9218399999999995
137,Aaron Nesmith,Boston Celtics,Vanderbilt,2020.0,1,14,14,Vanderbilt,SEC,32,72.2,104.4,19.8,49.3,53.65,4.2,17.3,10.8,16.0,66,80,0.825,55,116,0.474,59,175,0.337,2.1,1.4,27.5,Fr,6-Jun,24.0,2.1334400000000002,108.742,4.2,2019,66174,all,87.4,0.88229395,42.0,70.0,13.0,46.0,0.6,0.2826,11.0,11.0,1.0,14.0,103.661,98.6876,3.0844099999999997,175.41400000000002,2.17846,0.993082,1.18537,2.91436,29.0,1.56443,1.3499299999999999,1.0625,4.4688,5.5312,1.4062,0.7188,0.5625,11.0312,Stretch 4,10.8853
138,Aaron Nesmith,Boston Celtics,Vanderbilt,2020.0,1,14,14,Vanderbilt,SEC,14,38.8,125.1,23.7,65.9,68.53,2.5,13.9,6.9,11.6,52,63,0.825,45,90,0.5,60,115,0.522,2.6,2.3,30.7,So,6-Jun,24.0,5.5292900000000005,130.755,3.1,2020,66174,all,87.4,0.54167882,29.0,52.0,16.0,38.0,0.5577,0.4211,6.0,6.0,1.0,14.0,105.59,105.008,2.71912,92.9536,6.21376,6.24541,-0.0316497,8.91591,35.7143,8.63458,0.281327,0.7857,4.0714,4.8571,0.9286,1.4286,0.8571,23.0,Wing G,13.0856
139,Cole Anthony,Orlando Magic,North Carolina,2020.0,1,15,15,North Carolina,ACC,22,57.2,97.6,29.0,45.1,50.15,1.4,16.4,23.9,19.6,96,128,0.75,82,204,0.402,49,141,0.348,0.9,2.1,37.1,Fr,3-Jun,2.0,3.4462300000000003,113.99,3.3,2020,70338,all,99.4,1.12985713,37.0,69.0,45.0,135.0,0.5362,0.3333,3.0,3.0,1.0,15.0,101.245,95.2872,3.85586,152.42600000000002,3.2216,2.6166,0.604996,4.33286,34.8636,2.96996,1.3629,0.4545,5.2273,5.6818,3.9545,1.3182,0.2727,18.5,Combo G,10.4405
140,Isaiah Stewart,Portland Trail Blazers,Washington,2020.0,1,16,16,Washington,P12,32,80.2,115.7,24.2,57.7,62.92,10.6,19.4,6.3,16.1,154,199,0.774,187,317,0.59,5,20,0.25,7.0,0.9,59.1,Fr,9-Jun,33.0,4.794969999999999,128.44,3.2,2020,71545,all,99.6,0.38029565,134.0,193.0,53.0,124.0,0.6943,0.4274,26.0,30.0,0.8667,16.0,92.5887,89.5917,4.19981,220.77200000000002,5.722569999999999,2.5148200000000003,3.2077400000000003,6.644260000000001,32.3125,4.53945,2.10481,2.75,6.0312,8.7812,0.8438,0.5312,2.0938,16.9688,C,1.09685
141,Josh Green,Dallas Mavericks,Arizona,2020.0,1,18,18,Arizona,P12,30,71.7,107.6,20.5,47.4,52.69,4.8,11.9,16.0,14.7,85,109,0.78,91,204,0.446,30,83,0.361,1.6,2.8,38.0,Fr,6-Jun,0.0,2.91643,112.82700000000001,3.2,2020,71436,all,97.6,1.59186922,64.0,100.0,30.0,108.0,0.64,0.2778,24.0,26.0,0.9231,18.0,92.1888,88.1519,4.15826,189.93400000000003,6.727469999999999,2.95545,3.77202,5.70226,30.8333,2.13563,3.5666300000000004,1.3,3.2667,4.5667,2.6,1.5333,0.4333,11.9,Wing G,5.10356
142,Saddiq Bey,Brooklyn Nets,Villanova,2020.0,1,19,19,Villanova,BE,36,73.0,121.2,14.4,56.1,57.06,8.3,12.2,8.6,11.2,29,45,0.644,60,107,0.561,49,131,0.374,1.4,1.8,18.9,Fr,8-Jun,15.0,2.90242,116.10700000000001,2.9,2019,65889,all,72.6,1.64283868,44.0,64.0,16.0,43.0,0.6875,0.3721,19.0,21.0,0.9048,19.0,103.20200000000001,98.51799999999999,3.13455,180.294,5.44296,3.6788300000000005,1.76413,4.45863,29.5,2.9936599999999998,1.46497,2.0556,3.0278,5.0833,1.2778,0.8611,0.3333,8.2222,Wing F,7.535819999999999
143,Saddiq Bey,Brooklyn Nets,Villanova,2020.0,1,19,19,Villanova,BE,31,84.4,119.0,22.0,58.4,60.82,4.5,11.3,14.9,11.8,70,91,0.769,96,192,0.5,79,175,0.451,1.1,1.4,24.8,So,8-Jun,41.0,5.079330000000001,128.69,2.9,2020,65889,all,72.6,1.60866639,66.0,105.0,30.0,87.0,0.6286,0.3448,18.0,21.0,0.8571,19.0,100.005,94.1336,3.89097,178.643,7.29615,5.85342,1.4427299999999998,7.28109,33.9032,5.78976,1.4913299999999998,1.2903,3.4516,4.7419,2.3871,0.7742,0.3871,16.0968,Wing F,9.89197
144,Precious Achiuwa,Miami Heat,Memphis,2020.0,1,20,20,Memphis,Amer,31,75.3,98.2,27.2,51.1,53.4,11.4,24.7,7.5,18.6,112,187,0.599,169,329,0.514,13,40,0.325,6.4,2.0,50.7,Fr,9-Jun,55.0,2.5954599999999997,110.181,3.1,2020,70558,all,97.2,0.34480671,148.0,231.0,21.0,98.0,0.6407,0.2143,47.0,52.0,0.9038,20.0,81.6111,79.6562,4.98252,256.16700000000003,3.93532,-0.850593,4.785909999999999,5.131869999999999,30.3548,2.18189,2.94998,3.0,7.7742,10.7742,0.9677,1.0968,1.871,15.7742,PF/C,2.31943
145,Tyrese Maxey,Philadelphia 76ers,Kentucky,2020.0,1,21,21,Kentucky,SEC,31,85.4,104.7,22.1,47.4,53.06,1.4,12.1,18.3,16.6,100,120,0.833,117,238,0.49200000000000005,33,113,0.292,1.3,1.5,34.2,Fr,3-Jun,3.0,3.0618,111.15899999999999,2.8,2020,71900,all,98.2,1.4477398000000001,71.0,109.0,46.0,129.0,0.6514,0.3566,7.0,10.0,0.7,21.0,98.2544,94.2306,3.92659,186.72400000000002,4.10995,2.7915400000000004,1.3184200000000001,3.43091,34.4516,1.9424599999999999,1.48845,0.3871,3.9032,4.2903,3.1289999999999996,0.871,0.3871,13.9677,Combo G,6.19184
146,Zeke Nnaji,Denver Nuggets,Arizona,2020.0,1,22,22,Arizona,P12,32,75.8,116.1,24.1,57.8,62.96,11.5,20.4,5.8,16.9,152,200,0.76,174,297,0.586,5,17,0.294,3.3,1.3,63.7,Fr,11-Jun,22.0,4.43203,127.459,3.1,2020,70422,all,92.2,0.38573715,125.0,189.0,49.0,108.0,0.6614,0.4537,34.0,38.0,0.8947,22.0,91.3303,87.3467,4.20859,207.47299999999998,5.4373,2.73535,2.70195,6.835939999999999,30.5625,4.90534,1.9306,3.0938,5.5312,8.625,0.8438,0.7188,0.875,16.0938,PF/C,0.988768
147,Immanuel Quickley,Oklahoma City Thunder,Kentucky,2020.0,1,25,25,Kentucky,SEC,37,45.9,107.5,15.0,47.3,54.09,0.4,10.3,11.2,19.1,53,64,0.828,25,61,0.41,30,87,0.345,0.2,1.4,43.2,Fr,3-Jun,5.0,1.14037,105.35600000000001,2.6,2019,65578,all,95.8,1.33333338,14.0,19.0,11.0,42.0,0.7368,0.2619,1.0,1.0,1.0,25.0,100.165,93.8494,2.26891,109.072,3.33477,1.9202599999999999,1.41451,2.78836,18.4865,0.396712,2.39165,0.0541,1.7027,1.7568,1.1892,0.4324,0.027000000000000003,5.2162,Wing G,7.5772
148,Immanuel Quickley,Oklahoma City Thunder,Kentucky,2020.0,1,25,25,Kentucky,SEC,30,78.9,117.9,22.2,51.1,59.49,2.1,11.9,11.7,12.8,144,156,0.9229999999999999,76,186,0.409,62,145,0.428,0.5,1.6,47.1,So,3-Jun,5.0,4.556080000000001,125.62299999999999,2.8,2020,65578,all,95.8,1.18749997,24.0,50.0,52.0,136.0,0.48,0.3824,1.0,1.0,1.0,25.0,98.4589,94.1177,3.7577199999999995,170.826,5.6328,5.20309,0.42971000000000004,6.3470699999999995,32.8667,4.86227,1.48481,0.5333,3.6667,4.2,1.9,0.9,0.1333,16.0667,Wing G,8.599839999999999
149,Payton Pritchard,Boston Celtics,Oregon,2020.0,1,26,26,Oregon,P12,38,71.1,111.7,15.8,50.2,53.19,2.6,10.7,20.5,18.7,46,63,0.73,46,99,0.465,49,139,0.353,0.3,2.4,26.5,Fr,2-Jun,3,2.21575,109.37100000000001,3.2,2017,47506,all,89.4,2.49996521,34.0,61.0,11.0,36.0,0.5574,0.3056,0.0,0.0,,26.0,98.363,93.7016,3.47925,191.204,4.86129,3.3527099999999996,1.50857,3.55873,28.3333,0.9726379999999999,2.58609,0.5897,2.7692,3.359,3.5897,1.1538,0.0769,7.4359,Scoring PG,7.47465
150,Payton Pritchard,Boston Celtics,Oregon,2020.0,1,26,26,Oregon,P12,36,86.6,116.8,21.0,55.4,58.32,1.7,11.4,25.3,16.5,82,106,0.774,93,192,0.484,85,206,0.413,0.0,2.3,26.6,So,2-Jun,3,3.8927400000000003,119.81700000000001,2.8,2018,47506,all,89.4,2.25001189,70.0,135.0,23.0,58.0,0.5185,0.3966,1.0,1.0,1.0,26.0,104.943,101.5,3.36107,216.165,3.6051599999999997,3.7101,-0.104941,3.9796300000000002,35.1389,3.13217,0.847469,0.5,3.3333,3.8333,4.75,1.4167,0.0,14.5278,Scoring PG,9.417110000000001
151,Payton Pritchard,Boston Celtics,Oregon,2020.0,1,26,26,Oregon,P12,38,88.3,112.7,21.4,49.9,54.34,3.0,9.8,25.8,15.9,93,111,0.838,102,202,0.505,65,198,0.32799999999999996,0.3,3.1,27.8,Jr,2-Jun,3,3.69404,117.59899999999999,2.5,2019,47506,all,89.4,2.33333325,71.0,131.0,30.0,70.0,0.542,0.4286,1.0,1.0,1.0,26.0,96.3595,92.8308,4.48912,237.007,6.23616,4.21192,2.0242400000000003,5.67473,35.5526,2.8521799999999997,2.82255,0.8684,3.0,3.8684,4.6053,1.7895,0.0789,12.9474,Scoring PG,8.9836
152,Payton Pritchard,Boston Celtics,Oregon,2020.0,1,26,26,Oregon,P12,31,88.8,120.6,28.4,56.3,60.08,2.3,11.6,31.6,16.0,115,140,0.821,128,250,0.512,88,212,0.415,0.1,2.5,30.3,Sr,2-Jun,3.0,6.88025,141.172,2.2,2020,47506,all,89.4,2.0235602999999998,92.0,153.0,36.0,97.0,0.6013,0.3711,0.0,0.0,,26.0,100.303,96.8939,3.7520800000000003,193.577,8.38468,8.4833,-0.0986219,10.0406,36.5161,8.7003,1.3403200000000002,0.6774,3.6452,4.3226,5.5484,1.5161,0.0323,20.4839,Scoring PG,11.3462
153,Udoka Azubuike,Utah Jazz,Kansas,2020.0,1,27,27,Kansas,B12,11,9.8,90.4,22.1,62.9,56.38,10.6,26.2,2.4,26.6,11,29,0.379,22,35,0.629,0,0,0.0,12.7,0.8,82.9,Fr,Jul-00,35,0.35249400000000003,94.89200000000001,8.7,2017,45190,all,93.6,0.13332355,19.0,27.0,3.0,9.0,0.7037,0.3333,13.0,14.0,0.9286,27.0,91.2517,88.118,1.80777,37.6091,1.65464,-3.8886199999999995,5.54325,-0.602035,12.9091,-4.44965,3.8476199999999996,1.1818,3.1818,4.3636,0.1818,0.1818,1.6364,5.0,C,0.0
154,Udoka Azubuike,Utah Jazz,Kansas,2020.0,1,27,27,Kansas,B12,36,54.2,121.2,22.2,77.0,71.78,12.4,20.8,5.7,19.1,45,108,0.41700000000000004,211,274,0.77,0,0,0.0,7.5,1.3,39.4,So,Jul-00,35,3.66065,132.389,5.1,2018,45190,all,93.6,0.38097143,178.0,213.0,33.0,61.0,0.8357,0.541,122.0,132.0,0.9242,27.0,97.4744,90.79799999999999,3.1482200000000002,192.763,8.428230000000001,4.09474,4.33349,7.92139,23.5556,4.82027,3.10112,2.4167,4.5833,7.0,0.6667,0.5556,1.6667,12.9722,C,0.0
