,player_name,TEAM,AFFILIATION,YEAR,ROUND,ROUND.1,OVERALL,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Unnamed: 64,Unnamed: 65
604,Wade Baldwin IV,Memphis Grizzlies,Vanderbilt,2016.0,1,17,17,Vanderbilt,SEC,33,75.3,109.5,26.4,49.2,57.09,1.5,11.6,33.7,19.7,155,194,0.799,94,215,0.43700000000000006,41,101,0.406,1.0,2.3,61.4,So,3-Jun,4,3.89036,124.161,3.4,2016,36903,all,74.0,1.89008554,63.0,118.0,31.0,98.0,0.5339,0.3163,13.0,15.0,0.8667,17.0,96.7419,92.0043,3.8641900000000002,190.487,6.9925,4.59175,2.40075,6.5147,30.3636,3.94335,2.57135,0.3939,3.6061,4.0,5.2121,1.2121,0.3333,14.1212,Pure PG,5.77537
605,Henry Ellenson,Detroit Pistons,Marquette,2016.0,1,18,18,Marquette,BE,33,82.6,103.4,25.8,48.0,53.35,7.8,24.1,11.0,15.0,143,191,0.7490000000000001,164,331,0.495,30,104,0.28800000000000003,4.4,1.4,43.9,Fr,11-Jun,13,3.20265,114.88799999999999,3.0,2016,42990,all,98.4,0.75643085,69.0,112.0,95.0,218.0,0.6161,0.4358,5.0,6.0,0.8333,18.0,98.465,95.0069,3.91125,242.46099999999998,3.4095800000000005,1.12219,2.2873900000000003,3.4322,33.5455,2.57413,0.858067,2.1515,7.5758,9.7273,1.7879,0.8485,1.4848,17.0,PF/C,5.05676
606,Malik Beasley,Denver Nuggets,Florida State,2016.0,1,19,19,Florida St.,ACC,34,74.3,114.9,23.0,54.1,58.29,5.0,15.1,9.8,14.0,104,128,0.813,130,251,0.518,55,142,0.387,0.6,1.8,32.6,Fr,5-Jun,5,3.83757,124.176,3.0,2016,41749,all,92.4,0.86440388,87.0,129.0,43.0,122.0,0.6744,0.3525,23.0,25.0,0.92,19.0,104.037,98.7372,3.11598,182.98,4.21408,4.06388,0.150193,5.34693,29.8235,4.897480000000001,0.449452,1.2941,4.0,5.2941,1.5,0.9412,0.1765,15.5588,Wing G,7.75132
607,Caris LeVert,Indiana Pacers,Michigan,2016.0,1,20,20,Michigan,B10,33,23.2,93.2,15.3,38.8,39.73,2.1,9.9,11.5,11.5,7,14,0.5,15,46,0.326,13,43,0.302,0.6,1.1,15.7,Fr,5-Jun,23,0.339837,93.0853,4.4,2013,26551,all,52.4,2.50033004,5.0,12.0,10.0,34.0,0.4167,0.2941,2.0,2.0,1.0,20.0,102.01,95.7402,1.11645,52.7172,0.458004,0.518265,-0.0602611,-1.7325700000000002,10.7879,-2.26335,0.530778,0.1818,0.9091,1.0909,0.7576,0.1818,0.0606,2.303,Wing G,7.55634
608,Caris LeVert,Indiana Pacers,Michigan,2016.0,1,20,20,Michigan,B10,37,84.4,111.7,21.4,52.0,55.84,2.0,14.0,17.2,14.7,92,120,0.767,103,224,0.46,60,147,0.408,0.8,2.2,32.3,So,5-Jun,23,3.89684,120.936,2.0,2014,26551,all,52.4,1.75801161,57.0,83.0,46.0,141.0,0.6867,0.3262,11.0,11.0,1.0,20.0,102.869,97.5617,3.7642900000000004,211.715,6.72547,4.66592,2.05955,5.92454,34.0,3.9777199999999997,1.9468299999999998,0.5135,3.8108,4.3243,2.9459,1.1892,0.2703,12.9189,Wing G,7.47837
609,Caris LeVert,Indiana Pacers,Michigan,2016.0,1,20,20,Michigan,B10,17,48.2,101.1,26.0,47.8,52.42,1.0,15.9,22.9,16.3,49,60,0.8170000000000001,58,136,0.426,28,73,0.384,1.2,3.4,28.7,Jr,7-Jun,23,3.41744,112.961,2.0,2015,26551,all,52.4,1.71791208,28.0,42.0,30.0,95.0,0.6667,0.3158,4.0,5.0,0.8,20.0,98.751,94.5529,4.0736300000000005,116.928,6.88161,3.4565099999999997,3.4251,6.69125,35.8333,3.37103,3.3202199999999995,0.2778,4.6111,4.8889,3.7222,1.7778,0.3889,14.9444,Wing G,7.91277
610,Caris LeVert,Indiana Pacers,Michigan,2016.0,1,20,20,Michigan,B10,14,31.0,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,52,66,0.7879999999999999,48,90,0.5329999999999999,27,60,0.45,0.8,1.8,44.0,Sr,7-Jun,23,5.34853,136.565,1.7,2016,26551,all,52.4,3.13643865,36.0,48.0,12.0,42.0,0.75,0.2857,9.0,9.0,1.0,20.0,103.626,100.2,3.11652,73.7778,9.503210000000001,7.629630000000001,1.8735700000000002,10.0831,31.0714,7.7592300000000005,2.32392,0.6429,4.7857,5.4286,4.9286,0.9286,0.2143,16.3571,Combo G,8.2512
611,DeAndre' Bembry,Atlanta Hawks,Saint Joseph's,2016.0,1,21,21,Saint Joseph's,A10,36,92.8,110.7,24.5,51.3,53.91,4.3,18.0,24.1,12.6,117,178,0.657,204,369,0.5529999999999999,34,128,0.266,2.5,2.2,35.8,Jr,6-Jun,43,4.36381,120.835,2.6,2016,31965,all,56.0,2.20544419,139.0,193.0,66.0,177.0,0.7202,0.3729,29.0,30.0,0.9667,21.0,96.6461,93.9216,4.51299,291.217,8.8377,4.88895,3.94875,7.89142,37.25,4.77418,3.1172400000000002,1.4167,6.3333,7.75,4.4722,1.4167,0.8333,17.4167,Wing G,5.42622
612,Malachi Richardson,Charlotte Hornets,Syracuse,2016.0,1,22,22,Syracuse,ACC,37,85.1,100.2,22.0,46.5,50.97,1.7,12.1,12.8,17.3,113,157,0.72,73,188,0.38799999999999996,79,224,0.353,0.9,2.1,38.1,Fr,6-Jun,23,2.42967,107.531,2.9,2016,40443,all,93.4,0.97470849,47.0,84.0,26.0,104.0,0.5595,0.25,5.0,5.0,1.0,22.0,101.24700000000001,94.9795,4.01267,209.32,2.09105,1.04498,1.04607,2.31477,34.3784,0.9314290000000001,1.38334,0.5135,3.7568,4.2703,2.0811,1.1622,0.2703,13.4054,Wing G,10.7844
613,Brice Johnson,LA Clippers,North Carolina,2016.0,1,25,25,North Carolina,ACC,35,25.7,101.5,23.6,49.4,50.02,9.1,24.1,5.9,11.8,13,23,0.565,83,168,0.494,0,0,0.0,4.7,2.3,13.7,Fr,9-Jun,11,0.982432,111.45100000000001,6.2,2013,24417,all,91.2,0.55551235,39.0,50.0,44.0,118.0,0.78,0.3729,28.0,29.0,0.9655,25.0,90.3068,86.1378,1.41818,90.4208,2.3249400000000002,-0.322466,2.64741,2.2152,10.3143,0.216007,1.9991900000000002,0.9143,2.2571,3.1714,0.2857,0.4286,0.4857,5.1143,C,0.0
614,Brice Johnson,LA Clippers,North Carolina,2016.0,1,25,25,North Carolina,ACC,34,48.2,114.3,24.0,56.6,57.74,12.6,21.7,9.7,14.2,51,82,0.622,150,265,0.5660000000000001,0,0,0.0,6.9,2.2,30.9,So,9-Jun,11,2.5135099999999997,125.21600000000001,5.7,2014,24417,all,91.2,0.75002125,95.0,123.0,55.0,143.0,0.7724,0.3846,38.0,41.0,0.9268,25.0,92.8889,87.3065,2.83792,157.615,8.35581,3.26275,5.09305,7.70666,19.4412,4.3335,3.37316,2.2647,3.8824,6.1471,0.8824,0.7353,1.2647,10.3235,C,0.0
615,Brice Johnson,LA Clippers,North Carolina,2016.0,1,25,25,North Carolina,ACC,38,61.7,114.5,23.2,56.6,58.48,11.0,22.6,7.4,15.3,78,115,0.6779999999999999,207,366,0.5660000000000001,0,0,0.0,4.8,1.6,31.4,Jr,9-Jun,11,3.6444699999999997,127.959,4.7,2015,24417,all,91.2,0.60348559,128.0,169.0,79.0,196.0,0.7574,0.4031,54.0,55.0,0.9818,25.0,93.9859,86.8468,3.4731400000000003,215.362,7.753660000000001,4.05124,3.70243,6.972060000000001,24.8421,4.77163,2.20043,2.3421,5.4211,7.7632,0.9211,0.6842,1.1053,12.9474,C,0.0
616,Brice Johnson,LA Clippers,North Carolina,2016.0,1,25,25,North Carolina,ACC,40,70.1,126.8,24.5,61.4,64.89,11.7,28.5,9.7,14.5,144,184,0.7829999999999999,267,435,0.614,0,0,0.0,5.5,2.2,42.3,Sr,10-Jun,11,5.250030000000001,140.944,3.8,2016,24417,all,91.2,0.82857146,156.0,190.0,111.0,245.0,0.8211,0.4531,70.0,73.0,0.9589,25.0,91.501,85.3916,4.23664,291.058,11.3057,6.11101,5.19471,11.905,28.025,8.30994,3.5951,2.875,7.525,10.4,1.45,1.075,1.475,16.95,C,0.0
617,Pascal Siakam,Toronto Raptors,New Mexico State,2016.0,1,27,27,New Mexico St.,WAC,32,77.3,117.8,21.7,56.3,60.71,13.8,17.5,9.9,18.1,97,126,0.77,156,275,0.5670000000000001,0,2,0.0,5.7,1.7,45.5,Fr,9-Jun,43,3.5505199999999997,118.5,3.4,2015,37123,all,,0.7030918,113.0,163.0,43.0,112.0,0.6933,0.3839,31.0,31.0,1.0,27.0,92.3242,94.5949,3.5194199999999998,193.58900000000003,6.46802,2.81082,3.6572,5.61568,30.8235,3.65312,1.9625599999999999,3.2647,4.4412,7.7059,1.3235,0.8235,1.7941,12.8235,C,0.126449
618,Pascal Siakam,Toronto Raptors,New Mexico State,2016.0,1,27,27,New Mexico St.,WAC,32,87.0,115.4,28.0,54.0,56.88,13.4,23.5,11.2,12.6,133,194,0.6859999999999999,255,466,0.547,3,15,0.2,6.4,1.7,40.3,So,9-Jun,43,4.64714,125.441,3.1,2016,37123,all,,0.76119968,129.0,175.0,126.0,291.0,0.7371,0.433,31.0,32.0,0.9688,27.0,86.8008,88.45,4.89153,275.465,7.233339999999999,2.53836,4.69498,8.29928,35.3438,5.33606,2.96322,4.0,7.8438,11.8438,1.5938,1.0,2.2188,20.375,C,0.791505
619,Skal Labissiere,Sacramento Kings,Kentucky,2016.0,1,28,28,Kentucky,SEC,36,39.0,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,41,62,0.6609999999999999,98,188,0.521,0,2,0.0,10.3,0.9,32.6,Fr,11-Jun,1,1.39181,112.689,7.6,2016,42780,all,99.8,0.33336968,37.0,56.0,61.0,132.0,0.6607,0.4621,26.0,31.0,0.8387,28.0,95.6059,91.4025,2.03132,118.71700000000001,5.09141,0.0929794,4.99843,2.10278,15.75,-1.3642299999999998,3.4670099999999997,0.9722,2.1667,3.1389,0.3056,0.25,1.6389,6.5833,C,0.206139
620,Dejounte Murray,San Antonio Spurs,Washington,2016.0,1,29,29,Washington,P12,34,82.2,97.8,26.0,45.1,48.51,4.1,13.7,25.7,19.0,110,166,0.6629999999999999,168,368,0.457,34,118,0.28800000000000003,0.8,2.8,34.2,Fr,4-Jun,5,2.58081,109.56700000000001,3.2,2016,40260,all,90.4,1.38181932,100.0,166.0,68.0,201.0,0.6024,0.3383,14.0,17.0,0.8235,29.0,100.785,96.4446,3.71125,243.083,3.43709,1.76825,1.66884,2.9018,33.5,1.7345599999999999,1.16724,1.4118,4.5588,5.9706,4.4706,1.8235,0.2941,16.1176,Combo G,5.293740000000001
621,Damian Jones,Golden State Warriors,Vanderbilt,2016.0,1,30,30,Vanderbilt,SEC,31,64.2,97.6,23.9,54.3,54.93,8.7,15.9,2.3,17.9,73,134,0.545,138,254,0.5429999999999999,0,0,0.0,5.7,0.7,52.8,Fr,10-Jun,30,1.6966,106.711,5.2,2014,28727,all,82.8,0.12499308,105.0,146.0,33.0,108.0,0.7192,0.3056,35.0,39.0,0.8974,30.0,99.2836,95.9152,3.01095,147.891,-1.63408,-2.90994,1.27587,-0.136676,25.9032,-1.4055799999999998,1.2689,1.8387,3.8387,5.6774,0.2258,0.2903,1.3871,11.2581,C,0.0
622,Damian Jones,Golden State Warriors,Vanderbilt,2016.0,1,30,30,Vanderbilt,SEC,34,72.2,103.6,26.3,55.4,57.39,9.7,16.5,5.9,18.0,129,213,0.606,174,312,0.5579999999999999,1,5,0.2,7.3,1.2,67.2,So,10-Jun,30,3.15775,116.89299999999999,3.5,2015,28727,all,82.8,0.34212950000000003,112.0,168.0,63.0,145.0,0.6667,0.4345,41.0,45.0,0.9111,30.0,97.8264,95.1792,3.2313,191.226,2.7378,0.448283,2.28951,3.11381,29.1429,2.0152900000000002,1.0985200000000002,2.1714,4.3143,6.4857,0.7429,0.5714,2.0,14.4,C,0.316104
623,Damian Jones,Golden State Warriors,Vanderbilt,2016.0,1,30,30,Vanderbilt,SEC,33,65.1,106.8,26.4,59.0,58.45,9.9,17.3,10.2,16.3,90,168,0.536,184,309,0.595,0,3,0.0,5.9,0.5,53.8,Jr,Jul-00,30,3.08007,121.038,5.0,2016,28727,all,82.8,0.58460679,125.0,171.0,59.0,138.0,0.731,0.4275,38.0,43.0,0.8837,30.0,94.8238,90.1802,3.5045599999999997,177.99599999999998,5.45568,1.7039900000000001,3.75169,5.4570099999999995,26.2424,2.73371,2.72329,2.2424,4.6364,6.8788,1.1515,0.2424,1.6364,13.8788,C,0.198424
624,Deyonta Davis,Boston Celtics,Michigan State,2016.0,2,1,31,Michigan St.,B10,35,46.1,119.4,18.5,59.8,60.12,13.6,19.0,7.5,14.8,23,38,0.605,119,199,0.598,0,0,0.0,10.2,0.8,19.1,Fr,10-Jun,23,2.25601,122.215,4.9,2016,40042,all,95.0,0.86676001,87.0,121.0,32.0,77.0,0.7190000000000001,0.4156,50.0,51.0,0.9804,31.0,90.0223,87.5474,2.64966,148.24,9.28111,3.2566900000000003,6.02442,6.813439999999999,18.5714,3.07507,3.7383699999999997,2.0571,3.4,5.4571,0.7429,0.2571,1.8286,7.4571,C,0.0
625,Cheick Diallo,LA Clippers,Kansas,2016.0,2,3,33,Kansas,B12,27,13.5,98.3,21.3,56.9,57.18,10.4,27.2,0.9,22.7,15,27,0.556,33,58,0.569,0,0,0.0,11.9,2.0,46.6,Fr,9-Jun,13,0.48285200000000006,105.90100000000001,7.5,2016,40882,all,99.2,0.05876747,17.0,23.0,16.0,35.0,0.7391,0.4571,11.0,13.0,0.8462,33.0,84.8946,79.8192,1.25247,57.153999999999996,3.43934,-2.8507599999999997,6.2901,3.0512599999999996,7.4815,-1.86017,4.91143,0.6296,1.8889,2.5185,0.037000000000000005,0.2593,0.8519,3.0,C,0.0
626,Tyler Ulis,Phoenix Suns,Kentucky,2016.0,2,4,34,Kentucky,SEC,37,56.0,121.1,14.7,50.6,55.09,2.3,6.3,27.2,18.3,42,52,0.8079999999999999,34,88,0.386,33,77,0.429,0.2,2.6,31.5,Fr,9-May,3,2.69224,118.28,2.5,2015,35839,all,96.4,3.55267797,7.0,18.0,27.0,70.0,0.3889,0.3857,0.0,0.0,,34.0,89.1705,84.3458,3.52581,139.106,7.45565,5.198869999999999,2.25679,8.01417,23.8378,3.80421,4.20996,0.4324,1.3784,1.8108,3.6486,1.0,0.0541,5.6486,Pure PG,5.45116
627,Tyler Ulis,Phoenix Suns,Kentucky,2016.0,2,4,34,Kentucky,SEC,35,88.5,125.7,24.1,49.7,56.68,1.7,7.1,34.3,13.0,167,195,0.856,137,282,0.486,55,160,0.344,0.3,2.3,44.1,So,9-May,3,6.657719999999999,139.653,2.0,2016,35839,all,96.4,3.56528362,47.0,82.0,90.0,200.0,0.5732,0.45,0.0,0.0,,34.0,101.959,97.3339,3.9954099999999997,204.885,9.06995,8.66775,0.402208,9.692730000000001,36.8,7.8483600000000004,1.84437,0.5429,2.4571,3.0,7.0286,1.4571,0.1143,17.3143,Pure PG,7.26728
628,Malcolm Brogdon,Milwaukee Bucks,Virginia,2016.0,2,6,36,Virginia,ACC,28,48.7,93.1,20.7,46.5,51.44,3.1,12.6,13.2,22.2,40,50,0.8,41,91,0.451,22,68,0.324,0.6,1.5,31.4,Fr,5-Jun,22,0.9037649999999999,95.9982,2.4,2012,33335,all,80.6,0.86362477,35.0,64.0,6.0,27.0,0.5469,0.2222,1.0,2.0,0.5,36.0,91.27600000000001,89.5082,2.85806,99.7032,1.18393,-0.9060239999999999,2.08995,1.1283299999999998,22.3571,-0.663274,1.7916,0.5,2.2857,2.7857,1.3571,0.5,0.1071,6.7143,Wing G,7.1241
629,Malcolm Brogdon,Milwaukee Bucks,Virginia,2016.0,2,6,36,Virginia,ACC,37,78.3,114.1,22.8,47.4,54.47,3.6,17.3,19.4,13.1,126,144,0.875,106,244,0.434,44,119,0.37,0.5,2.5,39.7,So,5-Jun,15,3.95716,124.087,2.4,2014,33335,all,80.6,1.90568285,66.0,113.0,40.0,131.0,0.5841,0.3053,3.0,3.0,1.0,36.0,90.12100000000001,85.6908,4.78215,216.707,9.0741,4.90981,4.16429,8.68582,31.4324,4.38505,4.30077,0.8919,4.5405,5.4324,2.7297,1.1892,0.1351,12.7027,Wing G,6.7323
630,Malcolm Brogdon,Milwaukee Bucks,Virginia,2016.0,2,6,36,Virginia,ACC,34,80.7,110.4,24.7,48.1,54.5,1.9,12.7,16.5,14.5,116,132,0.879,114,246,0.46299999999999997,44,128,0.344,1.6,1.5,35.3,Jr,5-Jun,15,4.16823,122.635,2.4,2015,33335,all,80.6,1.39656492,78.0,126.0,36.0,119.0,0.619,0.3025,7.0,8.0,0.875,36.0,89.9786,85.3815,4.70434,175.59799999999998,6.85273,3.3713699999999998,3.48136,7.4535,32.5,3.8480800000000004,3.6054199999999996,0.4706,3.4706,3.9412,2.3824,0.7059,0.4118,14.0,Wing G,7.86777
631,Malcolm Brogdon,Milwaukee Bucks,Virginia,2016.0,2,6,36,Virginia,ACC,37,85.1,120.0,26.8,53.2,58.48,2.1,13.3,19.5,10.0,140,156,0.897,155,311,0.498,75,192,0.391,0.9,1.8,31.0,Sr,5-Jun,15,5.99104,137.708,2.4,2016,33335,all,80.6,2.21154109,89.0,137.0,66.0,174.0,0.6496,0.3793,5.0,5.0,1.0,36.0,98.9573,92.0084,4.36185,203.83700000000002,9.492289999999999,7.277310000000001,2.2149799999999997,10.2715,34.1351,7.60734,2.66417,0.5135,3.5405,4.0541,3.1081,0.9459,0.2432,18.2432,Combo G,9.86277
632,Chinanu Onuaku,Houston Rockets,Louisville,2016.0,2,7,37,Louisville,ACC,35,43.0,96.5,12.7,61.6,59.6,12.3,16.3,5.7,33.7,14,30,0.467,45,73,0.616,0,0,0.0,7.3,2.5,41.1,Fr,10-Jun,32,0.35175,91.1382,5.3,2015,35483,all,86.6,0.43186702,40.0,51.0,5.0,21.0,0.7843,0.2381,11.0,11.0,1.0,37.0,86.6733,81.2195,2.83232,137.256,7.09939,-0.47456000000000004,7.57395,3.80459,17.8,-1.4844899999999999,5.28907,1.9714,2.6,4.5714,0.5429,0.7429,1.2,2.9714,C,0.0
633,Chinanu Onuaku,Houston Rockets,Louisville,2016.0,2,7,37,Louisville,ACC,31,61.5,112.7,21.9,62.0,62.0,13.7,25.8,12.9,23.3,33,56,0.589,137,220,0.623,0,1,0.0,9.6,1.9,25.3,So,10-Jun,32,2.7111400000000003,118.743,4.8,2016,35483,all,86.6,0.78462416,81.0,110.0,56.0,110.0,0.7364,0.5091,37.0,40.0,0.925,37.0,84.2337,79.1302,4.25001,191.597,10.9157,1.9591,8.9566,9.23887,24.5806,3.37483,5.86404,2.9355,5.5484,8.4839,1.6452,0.7742,2.0,9.9032,C,0.0783544
634,Patrick McCaw,Golden State Warriors,Nevada-Las Vegas,2016.0,2,8,38,UNLV,MWC,31,70.9,103.4,19.3,51.8,53.79,2.9,8.6,17.5,17.3,37,52,0.7120000000000001,47,105,0.44799999999999995,57,151,0.377,1.1,2.9,20.3,Fr,6-Jun,2,2.1019099999999997,106.105,2.1,2015,37216,all,60.6,1.50881424,32.0,57.0,15.0,48.0,0.5614,0.3125,2.0,2.0,1.0,38.0,100.476,98.9902,2.8846700000000003,152.75799999999998,3.5434,3.0786599999999997,0.46473400000000004,3.29923,29.5938,2.25394,1.04529,0.7188,2.5312,3.25,2.6875,1.5,0.3125,9.5938,Combo G,10.132
635,Patrick McCaw,Golden State Warriors,Nevada-Las Vegas,2016.0,2,8,38,UNLV,MWC,31,83.4,112.6,20.3,54.6,57.93,3.4,12.7,23.0,16.3,80,104,0.769,92,163,0.564,62,176,0.35200000000000004,1.2,3.8,30.7,So,7-Jun,22,3.24837,115.024,2.6,2016,37216,all,60.6,1.84614646,69.0,104.0,23.0,59.0,0.6635,0.3898,13.0,14.0,0.9286,38.0,96.4163,94.5414,3.98331,233.53,7.265510000000001,4.22015,3.04537,7.40592,34.1613,3.9391300000000005,3.46679,1.0968,4.0968,5.1935,3.8710000000000004,2.4194,0.4194,14.5161,Combo G,8.98017
636,Diamond Stone,New Orleans Pelicans,Maryland,2016.0,2,10,40,Maryland,B10,34,55.1,114.3,26.4,56.8,60.67,13.0,15.3,4.1,15.1,96,128,0.75,163,287,0.568,0,0,0.0,7.2,1.3,44.6,Fr,11-Jun,33,3.33457,129.326,4.1,2016,40521,all,99.0,0.26925592,123.0,177.0,40.0,110.0,0.6949,0.3636,48.0,48.0,1.0,40.0,97.5476,92.9533,2.8336799999999998,153.079,3.54788,1.59568,1.9522,4.9168199999999995,22.7647,3.3712400000000002,1.54558,2.2353,3.2353,5.4706,0.4118,0.5,1.5882,12.4118,C,0.0
637,Isaiah Whitehead,Brooklyn Nets,Seton Hall,2016.0,2,12,42,Seton Hall,BE,22,49.0,91.8,29.2,44.0,47.67,4.0,11.8,29.0,24.6,47,63,0.746,55,144,0.382,36,104,0.34600000000000003,2.4,3.0,25.4,Fr,4-Jun,15,2.04973,106.637,3.5,2015,35622,all,97.4,1.06850097,23.0,58.0,32.0,86.0,0.3966,0.3721,0.0,0.0,,42.0,100.195,96.0495,3.0264900000000003,114.581,3.13804,1.10471,2.03334,2.79795,27.8182,1.85969,0.9382520000000001,1.0,2.8636,3.8636,3.5455,1.3636,0.6364,12.0455,Scoring PG,10.2511
638,Isaiah Whitehead,Brooklyn Nets,Seton Hall,2016.0,2,12,42,Seton Hall,BE,34,80.4,102.1,31.1,45.8,51.07,1.8,9.8,33.0,19.5,149,196,0.76,113,290,0.39,81,222,0.365,4.5,2.1,38.3,So,4-Jun,15,3.94973,122.333,2.8,2016,35622,all,97.4,1.45377145,47.0,96.0,66.0,193.0,0.4896,0.342,0.0,1.0,0.0,42.0,96.5495,92.2267,4.101,208.447,6.801360000000001,3.7449,3.05647,8.41596,32.2941,5.97337,2.4426,0.5294,3.0588,3.5882,5.0882,1.1765,1.4412,18.1765,Scoring PG,11.3131
639,Demetrius Jackson,Boston Celtics,Notre Dame,2016.0,2,15,45,Notre Dame,ACC,30,51.0,107.6,16.2,51.5,56.91,2.7,9.1,14.7,21.4,46,59,0.78,30,71,0.423,25,60,0.41700000000000004,0.2,1.1,45.0,Fr,1-Jun,23,1.38846,105.93299999999999,3.5,2014,29232,all,93.2,1.48649967,23.0,45.0,7.0,26.0,0.5111,0.2692,0.0,0.0,,45.0,112.69200000000001,107.555,1.6836099999999998,87.5757,-0.335198,0.8793979999999999,-1.2146,-0.932982,22.2,-0.256254,-0.676728,0.5,1.6333,2.1333,1.8333,0.4,0.0333,6.0333,Combo G,5.62731
640,Demetrius Jackson,Boston Celtics,Notre Dame,2016.0,2,15,45,Notre Dame,ACC,38,85.3,122.1,18.8,59.0,61.64,4.6,8.1,16.1,14.4,82,110,0.745,113,203,0.557,54,126,0.429,0.9,2.8,33.4,So,1-Jun,11,4.81966,126.10700000000001,2.2,2015,29232,all,93.2,2.05260007,90.0,149.0,23.0,54.0,0.604,0.4259,16.0,17.0,0.9412,45.0,103.34200000000001,98.0686,3.47908,204.71200000000002,8.2429,6.824660000000001,1.41825,7.00213,34.6842,5.22876,1.7733700000000001,1.1579,2.4474,3.6053,3.0789,1.5526,0.3158,12.3684,Combo G,5.8148
641,Demetrius Jackson,Boston Celtics,Notre Dame,2016.0,2,15,45,Notre Dame,ACC,35,87.1,115.9,24.4,51.4,55.97,3.1,7.9,25.1,15.3,113,139,0.813,139,265,0.525,54,163,0.331,0.8,2.1,32.5,Jr,1-Jun,11,5.0442800000000005,127.546,2.2,2016,29232,all,93.2,2.15791645,92.0,146.0,47.0,119.0,0.6301,0.395,16.0,16.0,1.0,45.0,111.075,104.20299999999999,3.07645,185.99,5.14345,5.5568,-0.41334799999999994,5.14039,35.9429,4.93665,0.203746,0.8857,2.5714,3.4571,4.6857,1.2286,0.2857,15.8,Scoring PG,7.982819999999999
642,Jake Layman,Orlando Magic,Maryland,2016.0,2,17,47,Maryland,ACC,38,49.6,102.2,15.4,48.9,50.96,5.6,11.9,8.7,19.7,25,36,0.6940000000000001,39,70,0.557,35,117,0.299,3.3,1.6,19.3,Fr,8-Jun,10,0.915839,97.1962,3.3,2013,26773,all,86.4,0.92312191,31.0,44.0,8.0,26.0,0.7045,0.3077,13.0,13.0,1.0,47.0,95.5593,92.0703,2.33111,140.36700000000002,4.91716,1.77755,3.1396,3.6928300000000003,19.9211,1.18157,2.51126,0.9211,2.3158,3.2368,0.9474,0.5526,0.6316,5.4737,Stretch 4,9.10206
643,Jake Layman,Orlando Magic,Maryland,2016.0,2,17,47,Maryland,ACC,32,78.5,109.7,18.1,49.8,52.92,4.6,13.1,6.0,11.8,64,89,0.7190000000000001,64,145,0.441,61,167,0.365,2.9,2.0,28.5,So,8-Jun,10,2.72403,112.698,2.6,2014,26773,all,86.4,0.81084584,49.0,77.0,15.0,68.0,0.6364,0.2206,20.0,24.0,0.8333,47.0,98.9712,94.2576,3.85775,185.87,5.68745,2.5392,3.14825,5.26598,31.75,2.74994,2.5160400000000003,1.2812,3.6875,4.9688,0.9375,1.0625,0.8438,11.7188,Wing F,9.68436
644,Jake Layman,Orlando Magic,Maryland,2016.0,2,17,47,Maryland,B10,35,74.4,109.8,22.4,54.4,58.9,5.6,16.2,11.2,17.7,106,141,0.752,98,185,0.53,45,119,0.37799999999999995,2.8,1.7,46.4,Jr,8-Jun,10,3.38384,118.17200000000001,2.9,2015,26773,all,86.4,0.73133783,59.0,90.0,39.0,94.0,0.6556,0.4149,22.0,22.0,1.0,47.0,95.6522,90.8461,3.77494,202.85,5.88744,3.20245,2.68499,5.89295,29.9714,3.76484,2.12811,1.2857,4.5143,5.8,1.4,0.8,0.7429,12.4857,Wing F,7.03113
645,Jake Layman,Orlando Magic,Maryland,2016.0,2,17,47,Maryland,B10,35,79.1,116.5,17.2,60.1,64.02,4.3,14.4,6.8,18.1,77,91,0.846,81,134,0.604,57,143,0.39899999999999997,3.4,2.1,32.9,Sr,9-Jun,10,3.3087,117.104,2.5,2016,26773,all,86.4,0.68969888,57.0,72.0,24.0,62.0,0.7917,0.3871,22.0,24.0,0.9167,47.0,98.339,93.9387,3.8435099999999998,213.062,6.94977,3.75401,3.19576,6.8777,31.7429,4.24349,2.63421,1.0286,4.2571,5.2857,1.1429,1.1429,1.0286,11.7143,Wing F,7.639410000000001
646,Michael Gbinije,Detroit Pistons,Syracuse,2016.0,2,19,49,Duke,ACC,19,8.1,112.8,14.2,65.0,70.74,5.3,11.0,5.0,29.5,7,7,1.0,7,10,0.7,4,10,0.4,0.8,1.6,35.0,Fr,7-Jun,13,0.443985,106.25,6.8,2012,21893,all,94.6,0.37497034,7.0,7.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,49.0,101.39299999999999,96.2118,0.610937,18.5773,2.75555,1.88,0.875548,-0.248599,5.8421,-1.09786,0.849259,0.2632,0.5789,0.8421,0.1579,0.1579,0.0526,1.7368,Wing F,5.24483
