,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
482,Kentucky,SEC,38,79.9,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,148,180,0.8220000000000001,147,296,0.4970000000000001,104,262,0.397,1.5,1.6,32.3,Fr,4.7918400000000005,130.158,98.0,1.14475,0.6486,0.4011,0.8571,99.9136,94.1113,3.86031,210.41,6.1421,5.18184,0.960259,32.0526,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,Combo G,1
483,Duke,ACC,36,66.3,120.7,20.1,50.3,55.62,4.1,10.6,10.6,8.5,88,99,0.889,86,163,0.528,55,172,0.32,0.6,2.1,29.6,Fr,3.66478,126.796,96.0,1.92851627,0.6761,0.413,1.0,106.756,99.0448,2.7517,158.175,5.20396,5.0617800000000015,0.142178,26.6944,0.9722,2.6111,3.5833,1.5,0.9444,0.1667,11.8056,Wing G,1
484,Duke,ACC,37,88.8,127.3,23.0,57.9,62.91,3.9,12.1,13.6,11.2,160,187,0.856,149,284,0.525,88,201,0.438,0.9,1.4,38.6,So,6.5492300000000006,140.079,96.0,1.54239316,0.6322,0.4747,1.0,103.155,96.1443,4.04067,215.166,8.02895,7.36515,0.6638,35.5135,1.1622,3.9189,5.0811,2.4595,0.8378,0.3514,19.5135,Wing G,1
485,Louisville,ACC,31,47.7,113.7,20.8,48.9,52.75,6.6,13.5,15.8,14.6,43,57,0.754,66,118,0.5589999999999999,18,72,0.25,0.6,2.5,30.0,Fr,2.06819,118.221,94.4,1.73338843,0.7170000000000001,0.4308,0.875,92.4761,86.8733,2.78403,111.579,5.590319999999998,3.07372,2.5166,19.0645,1.0968,2.2581,3.3548,1.6774,0.8065,0.0968,7.3871,Wing G,1
486,Louisville,ACC,34,80.1,114.4,23.3,49.8,53.4,3.7,12.9,16.0,12.7,87,108,0.8059999999999999,101,218,0.463,80,226,0.354,1.7,3.7,24.3,So,4.31111,125.688,94.4,1.66067641,0.5517,0.3663,0.6923,93.2413,86.2419,4.74913,232.285,10.0466,6.17702,3.86963,32.2941,1.0882,3.7647,4.8529,2.7353,2.0588,0.5,15.5588,Combo G,1
487,Louisville,ACC,4,0.5,60.4,27.6,100.0,76.92,0.0,16.1,0.0,57.4,1,2,0.5,1,1,1.0,0,0,0.0,0.0,0.0,200.0,Fr,-0.136767,64.4111,46.4,0.0,1.0,,,114.145,113.511,0.0936499,1.00577,-16.2532,-12.2334,-4.0198,1.75,0.0,0.25,0.25,0.0,0.0,0.0,0.75,PF/C,1
488,Louisville,ACC,30,27.2,103.7,12.7,60.2,61.99,4.7,18.3,3.2,25.2,10,13,0.769,16,29,0.552,15,35,0.429,2.8,1.5,20.3,So,0.406279,97.8707,46.4,0.3158061,0.6111,0.4167,0.6667,105.174,100.251,1.13807,65.3323,1.40721,-0.335025,1.7422400000000002,11.2333,0.4667,1.7667,2.2333,0.2,0.3,0.2667,2.9,Stretch 4,1
489,Creighton,SWAC,33,69.4,85.9,30.0,42.5,46.05,7.2,20.7,13.9,19.5,111,192,0.578,139,321,0.433,15,59,0.254,1.0,2.7,50.5,Jr,0.738392,92.5922,,0.48934528,0.6202,0.3128,1.0,92.9722,101.461,2.45792,203.276,-3.32681,-2.87554,-0.45127,28.1818,1.9394,5.1818,7.1212,1.3939,1.3030000000000002,0.2727,13.1515,Wing F,1
490,Creighton,SB,18,14.9,87.1,22.0,35.0,44.92,6.3,14.1,7.0,20.8,24,33,0.727,16,43,0.3720000000000001,1,7,0.14300000000000002,0.0,2.3,66.0,Sr,0.158458,88.4766,,0.42851631,0.5,0.3214,,101.074,103.456,0.777874,32.9624,-6.06369,-3.69486,-2.36883,10.0556,0.5556,1.2778,1.8333,0.3333,0.3889,0.0,3.2778,Wing F,1
491,Creighton,BE,34,63.8,117.1,21.1,69.2,67.45,7.7,18.9,8.6,17.7,43,83,0.518,186,272,0.684,8,14,0.5710000000000001,5.9,1.9,29.0,Fr,3.23666,123.512,83.2,0.68331093,0.8163,0.3506,0.9853,95.9166,90.3415,3.41481,203.996,8.69774,3.01927,5.67848,25.2857,1.6857,4.5429,6.2286,1.1714,0.8571,1.4286,12.9429,PF/C,1
492,Michigan,B10,4,1.2,0.0,10.9,0.0,0.0,0.0,17.3,0.0,40.7,0,0,0.0,0,1,0.0,0,1,0.0,15.9,0.0,0.0,Fr,-1.13715,-1.98638,75.6,0.0,0.0,,0.0,96.7273,89.8979,0.48803,3.07385,-4.74356,-12.1542,7.41062,4.8,0.2,1.0,1.2,0.0,0.0,0.6,0.4,C,1
493,Michigan,B10,25,9.6,102.1,24.6,53.8,55.82,3.6,11.9,7.9,14.6,8,11,0.727,18,30,0.6,7,23,0.304,8.4,1.8,20.8,Fr,0.475513,112.461,75.6,0.62500002,0.75,0.4286,0.7143,101.119,95.3017,0.627505,27.0347,2.64447,-0.494293,3.13876,5.4,0.16,0.52,0.68,0.2,0.16,0.4,2.6,PF/C,1
494,Michigan,B10,38,75.2,122.3,18.1,60.5,62.82,6.7,16.3,8.5,12.7,50,60,0.833,123,195,0.631,41,110,0.373,5.2,1.0,19.7,So,4.03635,125.581,75.6,1.19044604,0.8276,0.4722,1.0,102.055,96.2275,3.4157800000000003,202.916,8.40991,4.70463,3.70527,30.3947,1.5,3.8421,5.3421,1.3158,0.5,1.5,11.0263,Stretch 4,1
495,Wake Forest,ACC,31,35.7,110.3,23.5,54.7,58.92,12.6,16.7,3.5,16.3,65,94,0.691,81,148,0.547,0,0,0.0,5.0,1.1,63.5,Fr,1.62457,119.761,63.2,0.22579999,0.6627,0.4,0.8636,107.265,99.4688,1.46039,86.4562,0.7503989999999999,0.256339,0.4940600000000001,14.3871,1.6774,2.2581,3.9355,0.2258,0.2903,0.7419,7.3226,C,1
496,Wake Forest,ACC,33,66.5,124.8,29.2,62.2,65.76,16.4,25.7,4.5,13.2,164,220,0.745,234,375,0.624,0,1,0.0,6.6,1.3,58.5,So,5.45322,146.0,63.2,0.27871248,0.7534,0.443,0.9516,103.87,97.0491,2.94366,198.91,6.78591,5.72858,1.05733,26.6061,3.7576,6.0606,9.8182,0.5152,0.6364,1.5758,19.1515,C,1
497,Texas,B12,33,80.4,101.9,22.9,56.6,57.14,11.0,18.8,5.5,20.1,84,149,0.564,179,309,0.579,0,7,0.0,5.0,1.0,47.2,Fr,2.77687,111.823,96.8,0.3095266,0.7101,0.4765,0.9375,99.0269,91.3054,4.198,209.689,3.4387,-0.15880999999999998,3.59751,32.1515,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,C,1
498,Indiana,B10,16,28.9,115.6,20.5,61.5,61.12,8.5,16.1,11.0,18.0,27,48,0.563,54,77,0.701,14,45,0.311,5.5,3.0,39.3,So,2.7328900000000003,118.77,41.4,0.88461538,0.7778,0.3571,0.931,98.5464,95.1539,2.89972,88.5137,8.72022,4.65725,4.0629800000000005,25.125,1.75,3.6875,5.4375,1.4375,1.3125,1.3125,11.0625,Wing F,1
499,Syracuse,ACC,37,75.1,118.0,16.2,57.2,60.65,6.6,16.4,7.6,15.8,72,93,0.774,78,144,0.542,49,121,0.405,7.1,2.3,35.1,Fr,3.12394,116.947,85.8,0.87231365,0.7215,0.3281,0.875,95.7614,89.8333,4.07556,229.773,8.537560000000001,2.63321,5.90435,30.3243,1.7838,4.5135,6.2973,1.1081,1.1351,1.8378,10.1351,Stretch 4,1
500,Syracuse,ACC,34,89.6,118.4,18.0,54.8,59.72,7.7,19.2,10.8,15.7,97,116,0.836,102,195,0.523,49,125,0.392,4.7,1.7,36.3,So,4.19162,120.652,85.8,1.18642312,0.6970000000000001,0.3438,0.8929,101.689,96.6872,4.00861,244.374,7.57671,4.26047,3.31624,36.0882,2.3235,6.3235,8.6471,2.0588,1.0294,1.4412,13.1765,Stretch 4,1
501,Purdue,B10,34,61.8,96.1,23.9,49.8,53.27,7.5,27.2,13.2,25.4,67,94,0.713,109,210,0.519,21,72,0.292,0.9,0.8,33.3,Fr,1.52775,104.254,96.4,0.67776059,0.7805,0.3516,0.8889,92.5825,88.3128,3.59004,184.846,2.30669,-0.344906,2.65159,25.7353,1.5882,6.7059,8.2941,1.7941,0.3529,0.2353,10.2353,Stretch 4,1
502,Purdue,B10,35,80.5,112.9,28.5,57.2,62.03,10.7,32.7,18.7,20.9,164,210,0.7809999999999999,184,336,0.5479999999999999,38,85,0.447,2.5,0.8,49.9,So,4.88645,130.66899999999998,96.4,0.89832113,0.7603,0.3862,0.95,91.6952,86.7658,4.71125,269.176,8.41421,3.67001,4.74421,32.5429,2.7429,9.7143,12.4571,3.0286,0.4286,0.8,18.4571,PF/C,1
503,Utah,P12,30,18.0,102.4,23.9,52.0,53.46,5.0,20.9,16.8,18.3,18,31,0.581,23,42,0.5479999999999999,11,34,0.324,2.2,0.3,40.8,Fr,0.735959,111.375,62.8,1.05563209,0.8,0.3333,1.0,92.0979,88.3311,1.10713,43.1138,2.79757,1.04838,1.7491900000000002,8.129,0.3226,1.4516,1.7742,0.6129,0.0323,0.1613,3.3226,PF/C,1
504,Utah,P12,35,59.6,103.2,24.6,54.6,55.82,9.6,17.7,12.2,19.6,61,102,0.598,135,234,0.5770000000000001,13,49,0.265,1.8,0.8,36.0,So,2.26704,114.34,62.8,0.72466264,0.6964,0.2769,0.7222,102.841,97.36,2.62509,146.85,2.30941,1.2213,1.08811,24.2,1.8,3.9714,5.7714,1.4286,0.3429,0.4571,10.5714,PF/C,1
505,Utah,P12,27,69.6,112.8,26.7,53.9,56.34,11.2,22.7,15.0,14.7,81,121,0.669,142,255,0.557,25,78,0.321,1.6,1.1,36.3,Jr,4.11232,125.288,62.8,1.14518909,0.6928,0.3564,1.0,98.7643,96.7197,3.45396,163.806,5.35021,4.00991,1.3403,30.8276,2.7931,6.5517,9.3448,2.4483,0.6207,0.4828,16.4138,PF/C,1
506,North Carolina,ACC,37,34.3,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,61,99,0.616,97,172,0.564,0,0,0.0,4.6,1.0,57.6,Fr,2.31591,133.07399999999998,95.2,0.92004869,0.75,0.3099,0.8261,96.9021,89.8191,1.96324,112.527,8.31686,5.25593,3.06093,14.6053,2.5789,2.5526,5.1316,0.6053,0.2632,0.5789,7.0789,C,1
507,Colorado,P12,33,81.6,121.1,25.9,58.1,62.67,3.5,10.7,28.3,16.6,140,174,0.805,147,258,0.57,57,142,0.401,4.8,2.2,43.5,Sr,5.32304,133.944,,1.8271071,0.6761,0.4435,1.0,103.201,99.8096,3.29774,207.998,9.57571,7.0834800000000016,2.49223,32.8235,1.0294,3.0588,4.0882,4.3529,1.2353,1.4412,18.0882,Scoring PG,1
508,Villanova,BE,34,52.5,126.8,16.8,57.5,60.34,10.2,13.7,8.1,9.2,65,96,0.677,61,91,0.67,26,83,0.313,1.4,1.5,55.2,Fr,2.71422,124.937,84.4,1.57909808,0.7536,0.4545,1.0,98.2602,92.9412,2.67695,128.35,6.85895,4.84649,2.01246,21.3824,1.8235,2.6176,4.4412,0.8824,0.5588,0.2647,7.7941,Wing F,1
509,Villanova,BE,36,63.2,125.3,18.7,62.2,63.57,9.0,12.1,11.6,13.6,65,97,0.67,72,129,0.5579999999999999,52,112,0.464,1.7,2.7,40.2,So,3.81752,128.893,84.4,1.39465704,0.7,0.3061,1.0,93.3926,88.99700000000001,3.37121,167.805,10.3898,7.283360000000001,3.10639,25.4722,1.8056,2.6667,4.4722,1.4722,1.1111,0.3889,10.1389,Wing G,1
510,Villanova,BE,40,78.2,117.7,23.5,57.5,60.23,7.6,17.1,12.4,13.3,103,137,0.752,175,294,0.595,55,154,0.35700000000000004,0.9,2.2,30.6,Jr,4.63526,129.666,84.4,1.16666665,0.7419,0.4317,1.0,93.4074,88.0208,4.44295,251.388,8.9696,6.01374,2.95586,31.375,1.85,4.9,6.75,1.925,1.15,0.25,15.45,Wing F,1
511,Villanova,BE,36,82.9,122.3,27.1,59.0,61.89,5.9,17.5,18.8,13.4,127,170,0.747,162,280,0.579,74,183,0.404,1.0,2.9,36.7,Sr,6.08723,139.825,84.4,1.49295204,0.7125,0.4,0.9524,93.5948,88.5641,4.64604,241.733,10.4919,7.31438,3.17755,33.1667,1.4167,4.9722,6.3889,2.9444,1.5556,0.2778,18.6944,Wing G,1
512,Duke,ACC,36,60.5,116.4,20.4,56.4,59.8,3.1,8.2,12.6,15.4,77,102,0.755,82,152,0.539,51,129,0.395,0.2,1.3,36.3,Fr,3.24008,124.45,97.6,1.24487547,0.6667,0.3548,1.0,105.15,97.4997,2.71476,132.144,4.07002,4.53684,-0.466824,24.8889,0.6389,1.8611,2.5,1.6944,0.5556,0.0556,10.9444,Combo G,0
513,Miami (FL),ACC,33,50.8,91.4,22.4,44.0,46.73,2.2,7.6,13.1,19.7,35,53,0.66,31,95,0.326,40,112,0.35700000000000004,0.7,1.6,25.6,Fr,0.735839,98.1234,77.6,0.86364658,0.359,0.3036,,104.748,101.699,1.97245,90.4052,-1.21848,-0.492601,-0.725881,20.697,0.3636,1.3030000000000002,1.6667,1.1515,0.4848,0.1212,6.5758,Combo G,0
514,Miami (FL),ACC,30,53.3,118.9,15.9,58.2,61.57,3.7,13.5,14.6,15.7,56,77,0.727,40,83,0.482,37,81,0.457,1.7,2.1,47.0,So,3.10178,118.625,77.6,1.78119435,0.6296,0.2069,0.6667,98.8214,93.4576,3.16873,144.246,7.040710000000002,4.02184,3.01887,27.4667,0.8333,3.2,4.0333,1.9,0.9,0.4333,8.2333,Wing G,0
515,Miami (FL),ACC,35,71.7,115.4,18.4,55.3,59.89,2.7,13.8,8.1,14.3,84,103,0.816,83,155,0.535,46,120,0.383,1.5,1.6,37.5,Jr,3.19182,119.042,77.6,0.95457805,0.5976,0.4658,0.9231,102.598,95.8056,3.298,170.667,5.88057,4.00291,1.87766,28.7714,0.6,3.4857,4.0857,1.2,0.7714,0.4286,11.0857,Wing G,0
516,Miami (FL),ACC,33,87.9,113.8,21.3,53.9,58.0,2.9,13.1,14.4,16.6,90,108,0.833,82,173,0.474,79,199,0.397,1.5,2.3,29.0,Sr,4.11276,120.634,77.6,1.19401082,0.618,0.3333,0.8182,99.4324,92.8742,4.40065,203.014,7.216369999999999,4.40626,2.81012,35.30300000000001,0.8485,3.9394,4.7879,2.4242,1.3030000000000002,0.4848,14.8788,Wing G,0
517,Kansas,B12,37,83.1,113.9,20.9,49.1,54.79,2.4,11.4,23.4,15.7,133,180,0.7390000000000001,108,238,0.454,42,110,0.382,0.3,2.3,51.7,Jr,4.10446,122.557,76.6,2.36619945,0.5137,0.3587,0.0,97.8784,91.3626,4.3345699999999985,224.261,8.080680000000001,5.07604,3.00464,33.6757,0.6486,3.5676,4.2162,4.5405,1.3243,0.0811,12.8378,Scoring PG,0
518,Kansas,B12,36,89.4,125.2,25.5,57.3,62.23,2.0,10.4,26.1,14.4,189,238,0.794,159,318,0.5,82,174,0.471,0.2,2.0,48.4,Sr,6.93156,142.784,76.6,2.17438978,0.5602,0.4094,1.0,102.695,95.755,4.11775,224.991,8.43497,7.767010000000001,0.667963,36.1389,0.6111,3.5556,4.1667,5.1944,1.3056,0.0556,20.9167,Scoring PG,0
519,California,P12,34,70.9,120.5,20.4,61.6,63.55,11.2,21.4,6.6,15.2,103,154,0.669,160,260,0.615,1,2,0.5,4.1,1.1,58.8,Fr,3.79884,125.555,98.8,0.59618153,0.7415,0.4513,0.9643,94.3616,89.7291,3.86093,206.832,7.52203,3.43321,4.08882,28.6765,2.7647,5.7647,8.5294,0.9118,0.5294,1.2353,12.5294,PF/C,0
520,California,P12,31,73.3,106.2,24.2,49.7,54.14,10.7,25.7,10.9,16.5,124,187,0.6629999999999999,143,292,0.49,8,20,0.4,3.3,1.3,59.9,So,3.24361,115.914,98.8,0.71642071,0.6466,0.3585,0.9545,90.5229,87.1575,4.67577,218.707,4.93547,0.740694,4.1947800000000015,32.6452,3.0323,7.4516,10.4839,1.5484,0.6774,1.0,14.0,PF/C,0
521,Red Star Belgrade (Serbia),P12,31,51.9,103.5,12.4,45.1,49.87,5.8,17.5,7.8,17.3,33,45,0.733,42,87,0.483,9,36,0.25,4.2,1.7,36.6,So,0.708914,96.458,93.6,1.26922616,0.6098,0.3696,1.0,102.571,96.2345,2.44176,143.616,4.6871,0.417799,4.2693,21.6774,1.1613,3.6774,4.8387,1.0645,0.6774,0.871,4.6452,Stretch 4,0
522,Southern Methodist,ACC,17,5.7,127.6,16.5,64.3,72.82,10.2,12.3,4.4,23.0,10,11,0.909,3,7,0.429,4,7,0.5710000000000001,5.0,3.1,78.6,Fr,0.603553,124.645,94.8,0.39986401,0.5,0.4,,99.6506,97.2936,0.528908,15.3033,9.39939,5.36855,4.03083,4.7059,0.4118,0.4706,0.8824,0.1176,0.2353,0.2353,1.6471,Wing F,0
523,Southern Methodist,ACC,6,4.0,106.8,15.6,38.9,42.2,6.0,19.3,2.6,0.0,4,7,0.5710000000000001,1,2,0.5,4,16,0.25,0.0,2.9,38.9,So,0.517199,99.5977,94.8,,1.0,0.0,,93.3036,94.8311,1.18674,13.0848,3.86643,3.71754,0.148898,10.5,0.5,1.8333,2.3333,0.1667,0.5,0.0,3.0,PF/C,0
524,Southern Methodist,Amer,35,85.4,127.5,24.5,57.2,62.15,8.4,15.0,9.3,10.7,172,219,0.785,137,259,0.529,73,172,0.424,1.6,0.8,50.8,Jr,6.26239,139.791,94.8,1.05998883,0.6364,0.424,0.8235,97.0548,95.2416,3.99167,200.323,6.64165,6.5956600000000005,0.0459893,34.1429,2.2857,4.5714,6.8571,1.5143,0.4286,0.4,19.0,Wing F,0
525,Oregon,P12,34,57.5,113.5,12.4,59.5,59.03,8.9,19.3,9.8,21.1,11,22,0.5,78,131,0.595,0,0,0.0,11.3,1.9,16.8,Fr,1.6585599999999998,105.611,80.2,1.27036228,0.7475,0.129,0.9118,95.9854,91.1043,2.97911,193.008,10.1734,1.7624400000000002,8.411,23.7429,1.8857,4.2286,6.1143,1.3429,0.8,2.6857,5.0571,C,0
526,Oregon,P12,29,41.5,104.0,18.7,57.5,57.12,8.8,20.1,11.2,23.0,27,52,0.519,88,151,0.583,0,2,0.0,8.1,3.0,34.0,So,1.55387,108.13,80.2,0.80437524,0.6667,0.3721,0.7,92.3431,86.6246,3.10687,151.048,8.072460000000001,1.1049,6.9675600000000015,21.2414,1.5862,3.7241,5.3103,1.2759,1.1034,1.6207,7.0,C,0
527,Oregon,P12,38,72.5,119.9,19.2,64.0,65.53,12.4,21.8,11.5,20.6,77,111,0.6940000000000001,168,254,0.6609999999999999,2,13,0.154,8.5,2.6,41.6,Jr,3.68127,123.503,80.2,0.93333677,0.736,0.48,0.9091,88.8529,84.6422,4.45854,276.10900000000004,11.9252,4.14202,7.7831899999999985,28.8205,2.8718,5.8974,8.7692,1.7949,1.2564,2.2564,10.9487,C,0
528,Oregon,Slnd,24,27.8,100.4,19.1,50.6,52.3,6.7,23.6,11.7,18.3,12,18,0.667,31,58,0.534,9,30,0.3,3.3,1.4,20.5,Fr,0.401754,96.9251,,0.88892098,0.6452,0.4074,,105.124,108.491,0.8219690000000001,60.4603,-2.29121,-1.6538400000000002,-0.637374,11.6154,0.6923,2.5385,3.2308,0.6154,0.3077,0.4231,4.0769,PF/C,0
529,Oregon,WCC,30,19.3,88.5,19.9,42.3,46.28,9.6,15.3,10.1,24.0,10,11,0.909,20,46,0.435,5,19,0.263,3.4,2.3,16.9,So,0.0502567,89.2174,,0.61901859,0.5517,0.2353,1.0,98.0479,97.8315,0.903567,45.7447,-1.49405,-3.02765,1.5336,8.8125,0.6562,1.125,1.7812,0.4062,0.375,0.3438,2.7188,Stretch 4,0
530,Oregon,WCC,30,54.1,96.5,20.7,45.7,48.1,5.6,20.4,14.7,16.0,30,45,0.667,76,141,0.539,10,58,0.172,5.5,2.8,22.6,Jr,1.07453,99.1817,,1.17947692,0.65,0.3934,0.6667,99.5118,96.7563,2.37447,142.894,3.44125,-0.398892,3.84014,22.1935,0.9032,3.5484,4.4516,1.4839,0.9677,0.871,7.1613,Stretch 4,0
531,Oregon,WCC,17,64.5,107.2,17.7,52.6,52.92,6.3,27.9,6.6,11.1,10,18,0.556,43,79,0.544,19,57,0.333,4.2,2.5,13.2,Sr,1.93469,106.879,,1.06672265,0.6531,0.3667,0.6,96.4467,92.3199,3.12575,101.421,4.9166300000000005,1.36364,3.5529900000000003,25.6111,1.5,5.4444,6.9444,0.8889,1.1111,0.8889,8.9444,PF/C,0
532,Oklahoma State,B12,22,49.0,109.4,26.5,51.7,57.54,1.9,14.8,41.9,20.4,70,84,0.833,78,166,0.47,19,40,0.475,0.7,2.4,40.8,Fr,3.47879,122.086,94.8,1.92854055,0.5591,0.3562,,100.456,97.2644,3.13862,117.609,6.19867,4.23772,1.96095,28.8636,0.4545,3.9091,4.3636,4.9091,1.1364,0.1818,12.8636,Pure PG,0
533,Oklahoma State,B12,31,70.8,116.1,33.3,47.5,53.31,2.8,10.8,44.2,15.9,145,180,0.8059999999999999,169,373,0.453,35,93,0.376,0.5,3.2,38.6,So,5.88535,144.967,94.8,2.26666667,0.4869,0.4176,,107.648,100.327,2.90112,169.65200000000004,8.63905,8.38542,0.253626,29.1875,0.75,2.6875,3.4375,6.375,1.7812,0.125,19.1562,Pure PG,0
534,Florida State,ACC,34,71.7,102.8,27.3,48.3,52.12,5.4,17.4,10.4,15.3,110,154,0.7140000000000001,165,327,0.505,32,114,0.281,0.1,1.9,34.9,Fr,2.94369,116.528,96.8,0.67567193,0.6343,0.35100000000000003,1.0,103.227,97.9688,3.08491,183.109,0.967929,1.46063,-0.492701,28.7941,1.3529,4.4412,5.7941,1.4706,0.9706,0.0294,15.7647,Wing F,0
535,Florida State,ACC,35,72.0,108.4,27.4,51.0,54.37,4.0,11.9,11.6,14.1,104,138,0.754,164,318,0.516,57,171,0.333,0.4,1.9,28.2,So,3.5853300000000004,122.81,96.8,0.85916397,0.6267,0.4192,0.8462,102.343,95.5726,3.33395,177.268,2.95488,3.11112,-0.15624200000000002,28.8,1.0,3.2,4.2,1.7429,1.0,0.1143,17.2286,Wing G,0
536,Oregon,P12,35,70.9,110.4,21.6,53.1,56.67,5.1,11.0,11.6,17.2,100,141,0.7090000000000001,82,175,0.469,65,163,0.399,0.7,1.5,41.7,Fr,3.3160000000000003,118.834,94.6,0.9705595,0.598,0.2877,,103.353,98.4078,3.17797,167.332,3.92638,4.00467,-0.078292,30.0857,1.3143,2.8857,4.2,1.8857,0.8,0.2,13.1143,Wing G,0
537,Oregon,P12,38,75.4,117.7,21.5,57.4,60.49,3.3,9.6,10.9,13.9,103,137,0.752,99,194,0.51,86,203,0.424,0.4,1.5,34.5,So,3.97575,124.918,94.6,1.13557646,0.6325,0.3247,1.0,100.81,96.0324,3.44372,180.935,4.54882,4.76981,-0.220987,29.9744,0.8462,2.6154,3.4615,1.7179,0.7692,0.1026,14.640999999999998,Wing G,0
538,Indiana,B10,35,56.3,125.7,22.1,69.3,70.43,11.2,19.0,8.1,19.2,96,136,0.706,152,215,0.7070000000000001,5,15,0.333,4.1,1.2,59.1,Fr,3.59358,132.945,96.2,0.58620484,0.75,0.5128,0.9216,99.4329,95.2886,2.63099,155.714,6.5315,4.5323,1.99919,22.6,2.0,3.7714,5.7714,0.9714,0.4857,0.9143,11.8571,C,0
539,Indiana,B10,34,68.6,112.0,22.3,56.0,60.09,9.7,17.2,9.8,20.9,108,148,0.73,125,225,0.556,23,60,0.383,5.7,1.6,51.9,So,3.15081,120.008,96.2,0.64103569,0.6736,0.3457,0.9737,100.983,96.036,3.1339,191.596,5.9509300000000005,2.8386,3.11232,28.0588,2.2353,4.4118,6.6471,1.4706,0.7647,1.5294,12.5588,PF/C,0
540,Houston,P12,37,68.5,104.9,19.7,50.3,52.26,3.7,11.1,6.8,14.5,47,65,0.723,116,228,0.509,47,143,0.329,0.5,1.9,17.5,Fr,2.37344,108.865,47.8,0.64705457,0.6703,0.4015,1.0,94.751,91.684,3.25378,173.614,2.8464400000000003,1.6319,1.21453,27.8649,0.8649,2.6486,3.5135,0.8919,0.9189,0.1351,11.3514,Wing G,0
541,Houston,P12,33,56.8,106.2,19.9,48.7,52.47,3.7,12.4,9.7,13.9,53,66,0.8029999999999999,90,182,0.495,26,83,0.313,0.7,1.2,24.9,So,1.85338,110.533,47.8,1.05262705,0.6395,0.3608,1.0,107.783,102.443,2.20954,118.427,1.31274,1.44592,-0.133182,23.8182,0.6970000000000001,2.5152,3.2121,1.2121,0.4848,0.1515,9.4242,Wing G,0
542,Houston,Amer,32,75.9,129.9,18.9,60.2,62.61,7.1,17.2,7.7,10.5,55,66,0.833,102,155,0.6579999999999999,62,169,0.3670000000000001,0.7,1.3,20.4,Jr,4.64436,131.02,47.8,1.21217992,0.7536,0.5814,1.0,103.189,102.888,2.78609,171.636,6.30587,6.82043,-0.514559,30.9688,1.9375,4.8438,6.7812,1.25,0.6875,0.1875,13.9062,Wing F,0
543,Houston,Amer,32,85.4,125.7,21.2,59.5,61.08,5.0,18.2,6.9,8.6,44,53,0.83,94,186,0.505,108,244,0.443,0.6,1.6,12.3,Sr,5.27039,131.371,47.8,1.02856864,0.6296,0.458,1.0,97.3145,95.8541,3.92325,209.246,6.5608,5.98813,0.572669,34.0606,1.5455,5.2727,6.8182,1.0909,0.9091,0.1515,17.4545,Wing F,0
544,Oregon,P12,35,69.9,105.7,22.6,49.8,54.66,7.4,11.6,11.9,18.5,83,101,0.8220000000000001,116,237,0.489,28,80,0.35,2.1,1.0,31.9,Fr,2.74753,113.738,88.4,0.89042311,0.584,0.3874,0.875,106.037,100.654,2.59365,157.35,2.50112,2.35756,0.143562,28.3333,1.7222,3.1667,4.8889,1.8056,0.5,0.5556,11.4722,Wing F,0
545,Oregon,P12,37,82.3,113.3,25.9,51.5,55.86,7.2,11.6,19.4,16.0,122,151,0.8079999999999999,178,343,0.519,48,142,0.338,1.2,1.9,31.1,So,4.70475,128.149,88.4,1.32954922,0.6415,0.413,1.0,101.958,97.3526,3.60985,207.551,6.2461,5.39519,0.85091,33.027,2.027,3.3514,5.3784,3.1622,1.0811,0.3784,16.8108,Wing G,0
546,Oregon,P12,34,56.9,113.3,30.1,55.4,58.2,4.7,9.9,23.0,15.8,90,121,0.7440000000000001,141,268,0.526,57,141,0.404,2.0,2.5,29.6,Jr,4.0417,132.778,88.4,1.3194788,0.6589,0.4058,1.0,97.4912,92.5238,3.20991,158.623,6.51461,5.47655,1.03807,25.3143,1.0,2.2286,3.2286,2.7143,1.0857,0.4571,16.1143,Wing G,0
547,Southern Methodist,Amer,37,48.6,100.5,14.4,53.5,54.41,8.1,14.4,10.1,25.0,24,42,0.5710000000000001,43,81,0.531,17,47,0.362,1.9,2.3,32.8,Fr,0.549446,95.8318,78.4,0.93021856,0.6,0.3846,1.0,94.41,92.4842,2.50837,135.892,4.11965,0.857067,3.26258,19.4324,1.2162,2.5405,3.7568,1.0811,0.7297,0.2973,4.3514,Wing F,0
